"","agem","quartiers","SES","famille","mold"
"4317",44,281189,258,4317,444
"4318",44,281189,275,4318,444
"4319",45,281189,2381,4319,444
"4320",47,281189,2637,4320,444
"4321",37,281569,343,4321,394
"4322",38,281569,3374,4322,394
"4323",39,281569,4054,4323,394
"4324",41,281569,36,4324,394
"4325",42,281569,2863,4325,394
"4326",35,281596,3374,4326,376
"4327",36,281596,2948,4327,376
"4328",38,281596,292,4328,376
"4329",39,281596,2863,4329,376
"4330",40,281596,2948,4330,376
"4331",37,283662,3714,4331,39
"4332",38,283662,3657,4332,39
"4333",39,283662,2778,4333,39
"4334",40,283662,3799,4334,39
"4335",41,283662,3544,4335,39
"4336",36,284002,378,4336,384
"4337",37,284002,313,4337,384
"4338",38,284002,323,4338,384
"4339",40,284002,34,4339,384
"4340",41,284002,3657,4340,384
"4341",35,284135,3119,4341,376
"4342",37,284135,309,4342,376
"4343",37,284135,3345,4343,376
"4344",39,284135,2977,4344,376
"4345",40,284135,3912,4345,376
"4346",37,284228,292,4346,39
"4347",38,284228,51,4347,39
"4348",39,284228,309,4348,39
"4349",40,284228,2807,4349,39
"4350",41,284228,3374,4350,39
"4351",35,285824,274,4351,374
"4352",36,285824,294,4352,374
"4353",38,285824,23,4353,374
"4354",39,285824,205,4354,374
"4355",39,285824,171,4355,374
"4356",43,289514,29,4356,452
"4357",44,289514,313,4357,452
"4358",45,289514,303,4358,452
"4359",46,289514,3374,4359,452
"4360",48,289514,309,4360,452
"4361",36,291983,241,4361,38
"4362",37,291983,2892,4362,38
"4363",38,291983,2438,4363,38
"4364",39,291983,3402,4364,38
"4365",40,291983,3232,4365,38
"4366",35,296197,36,4366,368
"4367",35,296197,327,4367,368
"4368",37,296197,2807,4368,368
"4369",38,296197,36,4369,368
"4370",39,296197,4479,4370,368
"4371",38,296443,3345,4371,406
"4372",39,296443,3544,4372,406
"4373",40,296443,3345,4373,406
"4374",42,296443,3714,4374,406
"4375",44,296443,292,4375,406
"4376",38,304975,3119,4376,396
"4377",39,304975,3771,4377,396
"4378",40,304975,3289,4378,396
"4379",40,304975,3487,4379,396
"4380",41,304975,3515,4380,396
"4381",37,349695,3232,4381,408
"4382",38,349695,3062,4382,408
"4383",40,349695,3544,4383,408
"4384",43,349695,3515,4384,408
"4385",46,349695,3544,4385,408
"4386",38,370377,3289,4386,418
"4387",39,370377,2977,4387,418
"4388",41,370377,376,4388,418
"4389",42,370377,3742,4389,418
"4390",49,370377,3487,4390,418
